run_id,feature_version,zone_id,total_pickups,mean_pickup_count,variance_pickup_count,coeff_variation,zero_demand_ratio,peak_hour_concentration,intraday_periodicity_score,weekly_periodicity_score,seasonality_strength_index,data_start_ts,data_end_ts,created_at
fd6b5a12-e787-44df-951b-95c1bea8ef57,v1,176,0,0.0,0.0,,1.0,0.0,,,,2024-01-02 00:00:00+00:00,2024-01-03 00:00:00+00:00,2026-02-13 20:26:27.497721+00:00
fd6b5a12-e787-44df-951b-95c1bea8ef57,v1,118,0,0.0,0.0,,1.0,0.0,,,,2024-01-02 00:00:00+00:00,2024-01-03 00:00:00+00:00,2026-02-13 20:26:27.497721+00:00
fd6b5a12-e787-44df-951b-95c1bea8ef57,v1,115,0,0.0,0.0,,1.0,0.0,,,,2024-01-02 00:00:00+00:00,2024-01-03 00:00:00+00:00,2026-02-13 20:26:27.497721+00:00
fd6b5a12-e787-44df-951b-95c1bea8ef57,v1,221,0,0.0,0.0,,1.0,0.0,,,,2024-01-02 00:00:00+00:00,2024-01-03 00:00:00+00:00,2026-02-13 20:26:27.497721+00:00
fd6b5a12-e787-44df-951b-95c1bea8ef57,v1,111,0,0.0,0.0,,1.0,0.0,,,,2024-01-02 00:00:00+00:00,2024-01-03 00:00:00+00:00,2026-02-13 20:26:27.497721+00:00
fd6b5a12-e787-44df-951b-95c1bea8ef57,v1,44,0,0.0,0.0,,1.0,0.0,,,,2024-01-02 00:00:00+00:00,2024-01-03 00:00:00+00:00,2026-02-13 20:26:27.497721+00:00
fd6b5a12-e787-44df-951b-95c1bea8ef57,v1,110,0,0.0,0.0,,1.0,0.0,,,,2024-01-02 00:00:00+00:00,2024-01-03 00:00:00+00:00,2026-02-13 20:26:27.497721+00:00
fd6b5a12-e787-44df-951b-95c1bea8ef57,v1,46,0,0.0,0.0,,1.0,0.0,,,,2024-01-02 00:00:00+00:00,2024-01-03 00:00:00+00:00,2026-02-13 20:26:27.497721+00:00
fd6b5a12-e787-44df-951b-95c1bea8ef57,v1,109,0,0.0,0.0,,1.0,0.0,,,,2024-01-02 00:00:00+00:00,2024-01-03 00:00:00+00:00,2026-02-13 20:26:27.497721+00:00
fd6b5a12-e787-44df-951b-95c1bea8ef57,v1,106,0,0.0,0.0,,1.0,0.0,,,,2024-01-02 00:00:00+00:00,2024-01-03 00:00:00+00:00,2026-02-13 20:26:27.497721+00:00
