run_id,feature_version,zone_id,total_pickups,mean_pickup_count,variance_pickup_count,coeff_variation,zero_demand_ratio,peak_hour_concentration,intraday_periodicity_score,weekly_periodicity_score,seasonality_strength_index,data_start_ts,data_end_ts,created_at
a3c7fe37-463b-4c2b-a94a-b2bed3390186,v1,176,0,0.0,0.0,,1.0,0.0,,,,2025-10-04 00:00:00+00:00,2025-11-03 00:00:00+00:00,2026-02-17 03:18:18.681332+00:00
a3c7fe37-463b-4c2b-a94a-b2bed3390186,v1,206,0,0.0,0.0,,1.0,0.0,,,,2025-10-04 00:00:00+00:00,2025-11-03 00:00:00+00:00,2026-02-17 03:18:18.681332+00:00
a3c7fe37-463b-4c2b-a94a-b2bed3390186,v1,187,0,0.0,0.0,,1.0,0.0,,,,2025-10-04 00:00:00+00:00,2025-11-03 00:00:00+00:00,2026-02-17 03:18:18.681332+00:00
a3c7fe37-463b-4c2b-a94a-b2bed3390186,v1,23,0,0.0,0.0,,1.0,0.0,,,,2025-10-04 00:00:00+00:00,2025-11-03 00:00:00+00:00,2026-02-17 03:18:18.681332+00:00
a3c7fe37-463b-4c2b-a94a-b2bed3390186,v1,184,0,0.0,0.0,,1.0,0.0,,,,2025-10-04 00:00:00+00:00,2025-11-03 00:00:00+00:00,2026-02-17 03:18:18.681332+00:00
a3c7fe37-463b-4c2b-a94a-b2bed3390186,v1,221,0,0.0,0.0,,1.0,0.0,,,,2025-10-04 00:00:00+00:00,2025-11-03 00:00:00+00:00,2026-02-17 03:18:18.681332+00:00
a3c7fe37-463b-4c2b-a94a-b2bed3390186,v1,84,0,0.0,0.0,,1.0,0.0,,,,2025-10-04 00:00:00+00:00,2025-11-03 00:00:00+00:00,2026-02-17 03:18:18.681332+00:00
a3c7fe37-463b-4c2b-a94a-b2bed3390186,v1,214,0,0.0,0.0,,1.0,0.0,,,,2025-10-04 00:00:00+00:00,2025-11-03 00:00:00+00:00,2026-02-17 03:18:18.681332+00:00
a3c7fe37-463b-4c2b-a94a-b2bed3390186,v1,44,0,0.0,0.0,,1.0,0.0,,,,2025-10-04 00:00:00+00:00,2025-11-03 00:00:00+00:00,2026-02-17 03:18:18.681332+00:00
a3c7fe37-463b-4c2b-a94a-b2bed3390186,v1,199,0,0.0,0.0,,1.0,0.0,,,,2025-10-04 00:00:00+00:00,2025-11-03 00:00:00+00:00,2026-02-17 03:18:18.681332+00:00
